1169,1557,435.0,435.0
1221,1781,465.0,2070.0
1049,1667,330.0,990.0
1070,1702,390.0,1950.0
1215,1609,675.0,645.0
1099,1764,330.0,915.0
1269,1582,375.0,975.0
1257,1542,375.0,900.0
1031,1737,285.0,195.0
1111,1682,375.0,1410.0
1178,1597,225.0,765.0
1086,1576,255.0,180.0
1224,1707,255.0,330.0
1253,1563,315.0,555.0
1148,1556,285.0,210.0
1193,1575,270.0,645.0
1154,1723,300.0,405.0
1266,1609,285.0,330.0
1165,1767,285.0,390.0
1038,1623,240.0,420.0
1204,1662,270.0,780.0
1179,1676,210.0,120.0
1256,1707,225.0,765.0
1138,1721,315.0,240.0
1104,1781,330.0,210.0
1201,1716,270.0,435.0
1189,1690,195.0,255.0
1216,1646,240.0,315.0
1215,1629,450.0,435.0
1195,1750,195.0,345.0
1186,1763,300.0,360.0
1271,1772,300.0,450.0
1054,1721,255.0,135.0
1042,1727,255.0,165.0
1221,1717,225.0,75.0
1116,1742,300.0,405.0
1066,1573,195.0,75.0
1140,1750,255.0,60.0
1036,1769,225.0,180.0
1047,1607,255.0,180.0
1094,1698,315.0,120.0
1068,1590,270.0,225.0
1173,1721,270.0,150.0
1049,1579,270.0,75.0
1099,1596,255.0,75.0
1100,1717,270.0,75.0
1031,1560,315.0,165.0
1092,1715,255.0,60.0
1269,1598,255.0,75.0
1119,1750,300.0,60.0
1032,1568,330.0,105.0
1274,1566,330.0,60.0
1397,219,280.0,930.0
1307,185,680.0,1100.0
1390,194,280.0,590.0
1439,225,330.0,780.0
1311,11,240.0,590.0
1394,60,190.0,50.0
1319,95,340.0,1570.0
1460,157,260.0,560.0
1433,172,270.0,440.0
1365,155,400.0,640.0
1371,216,250.0,280.0
1460,206,270.0,620.0
1353,104,260.0,400.0
1497,234,480.0,480.0
1488,212,480.0,660.0
1402,114,250.0,110.0
1437,201,390.0,360.0
1404,171,340.0,590.0
1384,102,240.0,50.0
1426,203,370.0,430.0
1438,210,390.0,500.0
1294,120,200.0,180.0
1527,247,330.0,180.0
1355,134,400.0,270.0
1298,105,190.0,310.0
1342,30,240.0,150.0
1314,67,230.0,130.0
1405,183,340.0,280.0
1338,18,240.0,130.0
1365,43,230.0,390.0
1439,122,220.0,190.0
1482,188,290.0,80.0
1330,87,340.0,390.0
1424,234,320.0,360.0
1290,174,270.0,250.0
1488,246,240.0,100.0
1343,80,270.0,110.0
1330,77,290.0,440.0
1511,202,240.0,90.0
1296,23,210.0,60.0
1305,245,270.0,170.0
1416,213,280.0,60.0
1335,177,170.0,70.0
1351,52,240.0,60.0
1431,130,220.0,50.0
1381,181,240.0,50.0
1289,141,270.0,140.0
1436,251,460.0,160.0
1328,206,390.0,150.0
1293,148,220.0,50.0
1382,226,230.0,70.0
1475,200,240.0,70.0
1290,17,210.0,90.0
1357,45,230.0,50.0
1282,145,300.0,80.0
1405,100,250.0,50.0
1440,246,450.0,70.0
823,2027,300.0,630.0
880,2011,525.0,1500.0
935,2014,255.0,1185.0
811,1879,300.0,930.0
952,1849,255.0,540.0
874,1804,315.0,735.0
862,1916,330.0,360.0
819,1912,270.0,375.0
799,1809,330.0,450.0
947,1961,270.0,555.0
999,2035,270.0,555.0
918,1812,210.0,615.0
966,1993,330.0,315.0
864,1880,375.0,405.0
944,1815,210.0,135.0
898,2024,270.0,300.0
964,1889,255.0,315.0
896,1997,285.0,825.0
799,1993,285.0,825.0
799,1877,300.0,795.0
983,2021,255.0,225.0
973,1852,210.0,135.0
916,1838,270.0,135.0
795,1963,285.0,180.0
822,1850,225.0,120.0
802,1854,255.0,105.0
956,1830,225.0,60.0
946,1986,225.0,210.0
896,1874,240.0,75.0
983,1949,270.0,75.0
902,1928,270.0,195.0
772,2010,270.0,210.0
900,1830,270.0,120.0
849,1801,255.0,195.0
880,1848,240.0,90.0
882,1909,255.0,75.0
872,1825,285.0,285.0
798,1938,270.0,90.0
916,2025,225.0,90.0
1016,1971,285.0,75.0
872,1900,375.0,285.0
989,1959,270.0,135.0
938,1897,270.0,105.0
882,1826,285.0,165.0
817,2013,300.0,135.0
988,2036,255.0,90.0
771,1800,285.0,165.0
980,2010,240.0,90.0
876,1875,270.0,75.0
841,1927,240.0,60.0
809,1944,270.0,60.0
949,2011,195.0,60.0
894,1890,225.0,75.0
966,1966,300.0,60.0
