1069,817,860.0,900.0
1142,864,400.0,350.0
1254,839,520.0,1120.0
1185,943,430.0,330.0
1265,995,570.0,1010.0
1074,972,470.0,580.0
1046,864,610.0,650.0
1217,977,360.0,390.0
1193,1000,580.0,610.0
1163,921,520.0,520.0
1034,986,520.0,420.0
1094,819,380.0,460.0
1050,810,450.0,690.0
1071,852,750.0,840.0
1259,958,510.0,480.0
1120,812,280.0,390.0
1136,794,330.0,590.0
1092,890,280.0,220.0
1032,967,490.0,410.0
1050,831,300.0,300.0
1265,803,270.0,190.0
1106,947,340.0,290.0
1027,832,450.0,320.0
1132,939,250.0,70.0
1161,950,560.0,180.0
1062,950,280.0,120.0
1081,777,280.0,330.0
1038,792,300.0,170.0
1205,798,290.0,220.0
1105,790,900.0,430.0
1159,776,660.0,340.0
1070,936,290.0,160.0
1058,1014,630.0,530.0
1086,793,310.0,270.0
1149,810,580.0,340.0
1193,1016,390.0,250.0
1139,814,580.0,290.0
1086,939,290.0,50.0
1117,882,330.0,140.0
1186,799,300.0,230.0
1193,784,280.0,160.0
1202,863,280.0,60.0
1064,802,860.0,300.0
1212,776,280.0,70.0
1160,817,290.0,230.0
1099,990,220.0,50.0
1056,788,300.0,100.0
1085,960,280.0,180.0
1193,860,280.0,90.0
1055,1003,460.0,230.0
1052,982,380.0,190.0
1212,863,280.0,130.0
1214,963,280.0,60.0
1112,780,980.0,280.0
1197,897,230.0,100.0
1075,796,310.0,70.0
1089,978,260.0,60.0
1274,883,290.0,60.0
1258,854,280.0,110.0
1156,787,330.0,70.0
1065,984,460.0,100.0
1137,772,250.0,90.0
1174,953,560.0,100.0
1170,771,630.0,250.0
1174,947,560.0,100.0
1190,934,430.0,120.0
1241,852,480.0,290.0
1270,776,590.0,260.0
1029,802,720.0,130.0
1154,805,580.0,160.0
1104,778,730.0,150.0
1069,865,300.0,70.0
1100,784,730.0,60.0
1108,773,1190.0,60.0
1580,448,400.0,770.0
1741,426,470.0,1200.0
1772,428,580.0,730.0
1648,332,310.0,310.0
1613,294,450.0,1400.0
1767,335,340.0,430.0
1708,376,490.0,820.0
1710,442,320.0,450.0
1594,384,280.0,530.0
1666,353,280.0,460.0
1675,456,280.0,830.0
1660,298,210.0,370.0
1724,343,240.0,670.0
1565,309,280.0,330.0
1703,478,220.0,110.0
1619,424,250.0,200.0
1590,492,260.0,230.0
1607,315,390.0,470.0
1567,330,280.0,250.0
1723,456,310.0,440.0
1573,428,300.0,300.0
1773,401,210.0,120.0
1657,462,230.0,290.0
1675,370,270.0,70.0
