157,239,360.0,1095.0
181,83,480.0,825.0
202,75,675.0,1305.0
243,118,495.0,1140.0
232,91,360.0,1305.0
51,45,270.0,1215.0
101,157,240.0,1365.0
51,230,285.0,315.0
27,83,300.0,690.0
131,126,300.0,915.0
124,94,285.0,1425.0
92,129,240.0,1035.0
132,244,300.0,1110.0
96,72,480.0,1455.0
203,235,795.0,1170.0
56,104,240.0,450.0
216,141,450.0,945.0
34,98,300.0,1185.0
221,42,660.0,1035.0
74,203,270.0,75.0
58,82,285.0,225.0
165,126,255.0,1170.0
99,94,315.0,885.0
152,107,300.0,1365.0
83,175,195.0,330.0
37,22,420.0,1200.0
59,17,255.0,405.0
137,198,240.0,405.0
156,90,300.0,870.0
213,7,510.0,1650.0
221,54,660.0,840.0
218,191,270.0,300.0
197,46,360.0,600.0
39,7,480.0,690.0
171,212,345.0,405.0
248,227,225.0,450.0
117,132,270.0,210.0
33,37,420.0,270.0
217,95,300.0,735.0
106,83,480.0,1260.0
82,6,540.0,930.0
132,152,225.0,180.0
140,8,240.0,135.0
108,5,240.0,75.0
65,215,270.0,195.0
40,240,225.0,135.0
34,59,240.0,165.0
105,201,240.0,105.0
9,219,225.0,60.0
179,96,330.0,255.0
192,179,255.0,90.0
221,162,255.0,60.0
83,92,330.0,150.0
207,247,975.0,405.0
211,125,285.0,180.0
99,40,240.0,90.0
30,70,225.0,60.0
211,86,300.0,195.0
205,188,270.0,60.0
141,213,255.0,75.0
176,246,315.0,60.0
23,11,465.0,435.0
4,210,255.0,165.0
222,244,465.0,105.0
180,54,285.0,60.0
205,131,270.0,90.0
220,30,420.0,120.0
120,193,240.0,75.0
122,185,225.0,90.0
206,26,525.0,225.0
180,229,465.0,225.0
216,76,645.0,120.0
227,113,390.0,195.0
197,250,975.0,150.0
215,247,780.0,120.0
203,87,450.0,135.0
239,134,360.0,75.0
250,19,1470.0,120.0
252,33,660.0,75.0
190,252,1005.0,120.0
206,59,585.0,75.0
