1824,1884,90.0,24.0
1953,2035,126.0,21.0
1878,1879,93.0,21.0
2037,1957,102.0,15.0
2005,1805,87.0,15.0
1926,2002,99.0,36.0
2005,2024,114.0,36.0
1975,2002,99.0,18.0
1983,2009,105.0,18.0
1867,1957,93.0,12.0
1831,2029,117.0,24.0
1855,1795,93.0,15.0
1811,1886,87.0,18.0
1949,1988,99.0,12.0
1950,2017,105.0,12.0
1905,2011,105.0,24.0
1836,1986,105.0,12.0
1945,1889,93.0,15.0
1984,1840,90.0,18.0
1890,1848,93.0,21.0
1999,1894,93.0,21.0
1796,1921,93.0,21.0
1962,1906,96.0,24.0
1928,1991,96.0,12.0
2033,1841,93.0,18.0
2039,1844,90.0,18.0
1824,1807,93.0,18.0
2036,1834,93.0,15.0
2010,1846,87.0,12.0
1831,1963,99.0,15.0
1901,2018,111.0,18.0
1834,1822,87.0,21.0
1813,2031,126.0,15.0
2031,1911,99.0,21.0
1862,1965,102.0,18.0
1923,1935,96.0,12.0
1850,1884,93.0,12.0
2022,1832,96.0,12.0
1831,1807,90.0,24.0
1989,1948,93.0,24.0
2027,1850,96.0,27.0
1924,1944,93.0,15.0
1863,1937,99.0,18.0
1889,1903,93.0,18.0
1941,2012,111.0,18.0
2019,1992,99.0,15.0
1943,1832,87.0,15.0
1944,1997,105.0,15.0
1877,1836,93.0,18.0
1982,1996,105.0,18.0
1868,1838,93.0,15.0
1841,1881,93.0,15.0
1896,1919,99.0,18.0
1934,1896,102.0,18.0
1974,1883,96.0,12.0
1927,1887,99.0,21.0
1923,1955,93.0,18.0
1912,1803,93.0,15.0
1964,1877,87.0,24.0
1982,1918,93.0,18.0
2025,1793,99.0,12.0
1815,2010,105.0,12.0
1826,1829,99.0,24.0
1866,1890,93.0,15.0
1997,1994,105.0,12.0
1900,1940,96.0,18.0
1942,1951,90.0,15.0
1899,1861,96.0,18.0
1879,1938,99.0,18.0
1922,1980,102.0,12.0
1940,1982,93.0,15.0
1834,1878,93.0,18.0
1883,1846,87.0,15.0
1853,1919,93.0,21.0
1853,1975,96.0,15.0
1963,1974,99.0,18.0
2021,2007,99.0,18.0
1999,1891,93.0,12.0
2042,1873,90.0,15.0
2037,2007,105.0,18.0
1984,1973,105.0,18.0
2029,1979,99.0,15.0
1843,1866,108.0,18.0
1983,1957,105.0,15.0
1974,2034,111.0,18.0
2005,1824,102.0,18.0
1951,1859,93.0,15.0
1878,1968,96.0,12.0
2023,1891,96.0,18.0
1991,1991,105.0,15.0
1952,1946,105.0,15.0
1991,1812,90.0,24.0
2000,2002,102.0,12.0
1960,1831,93.0,12.0
1982,1907,99.0,24.0
1946,2020,117.0,18.0
2029,1925,93.0,15.0
1880,1811,93.0,15.0
1985,2019,105.0,15.0
1993,1847,105.0,21.0
1866,1905,93.0,21.0
1846,1914,96.0,12.0
1826,2016,99.0,24.0
1958,1933,93.0,15.0
1947,1927,87.0,15.0
1918,1960,102.0,15.0
1804,1928,93.0,18.0
1923,2018,114.0,18.0
1879,1907,87.0,15.0
1990,1855,99.0,21.0
1826,1916,99.0,21.0
1960,1801,93.0,12.0
1865,1951,99.0,21.0
1955,1817,93.0,18.0
1818,1955,99.0,15.0
1857,1931,90.0,18.0
1938,1801,96.0,15.0
1980,1896,96.0,12.0
1829,1858,99.0,15.0
1916,1878,93.0,12.0
1824,1801,102.0,15.0
1896,1854,93.0,12.0
1998,1948,99.0,15.0
2003,1844,93.0,24.0
1837,1888,99.0,18.0
1809,1808,93.0,15.0
1869,1882,93.0,12.0
1825,1930,105.0,15.0
2008,1900,96.0,12.0
1948,1977,96.0,15.0
2041,1924,108.0,15.0
1841,1946,99.0,15.0
1918,1870,90.0,24.0
2021,1861,93.0,15.0
1997,1839,93.0,15.0
1975,1871,99.0,15.0
1797,1840,99.0,18.0
1915,1812,99.0,18.0
1959,1877,99.0,12.0
2020,1820,99.0,18.0
1910,2020,120.0,12.0
1982,1886,93.0,15.0
1907,1855,93.0,15.0
1871,2020,108.0,15.0
1815,1987,105.0,12.0
2024,1969,93.0,18.0
1896,1811,96.0,12.0
1979,1905,99.0,12.0
1909,1983,90.0,12.0
1873,2008,111.0,21.0
1879,1893,105.0,18.0
2009,1795,93.0,15.0
1956,1807,93.0,12.0
1946,1905,87.0,18.0
2006,1860,90.0,12.0
2033,1941,99.0,15.0
2017,1799,99.0,12.0
1961,1986,111.0,15.0
1909,1880,99.0,12.0
1841,1952,99.0,15.0
1940,1820,93.0,12.0
1949,1960,96.0,18.0
1796,1796,90.0,12.0
1798,1805,93.0,12.0
1926,1853,93.0,12.0
1966,1864,99.0,24.0
1935,2007,99.0,18.0
1868,1894,93.0,21.0
1916,1918,96.0,18.0
1977,1945,99.0,18.0
1933,1853,93.0,15.0
2012,1958,96.0,15.0
1945,2027,120.0,12.0
1837,1977,102.0,12.0
1932,1869,99.0,18.0
1902,1884,102.0,12.0
1987,1995,105.0,18.0
2012,1871,93.0,12.0
2038,1815,90.0,18.0
1948,1898,99.0,12.0
1979,1835,87.0,21.0
1839,1864,99.0,12.0
1923,1989,93.0,12.0
1817,1802,93.0,15.0
1885,1915,96.0,12.0
1879,1805,93.0,12.0
2039,1938,96.0,21.0
1925,1842,99.0,15.0
1863,2025,120.0,15.0
1918,1951,93.0,12.0
1845,1928,93.0,15.0
1841,1928,108.0,12.0
1929,2016,111.0,15.0
1877,1903,87.0,18.0
2012,1978,105.0,12.0
2011,2039,138.0,18.0
1843,1919,96.0,12.0
1945,1805,93.0,12.0
1916,1855,93.0,12.0
1891,1862,99.0,12.0
1965,2001,105.0,15.0
1868,1924,102.0,12.0
1945,1894,99.0,12.0
1818,1847,87.0,12.0
1948,2025,120.0,21.0
1988,1819,99.0,18.0
1972,1958,99.0,12.0
1927,1986,99.0,15.0
2037,1965,102.0,12.0
1795,1871,99.0,18.0
2028,2035,126.0,27.0
1991,1851,93.0,15.0
1948,2001,105.0,12.0
1843,1981,99.0,12.0
1955,1917,102.0,12.0
2023,1984,102.0,12.0
1880,2012,105.0,27.0
1847,1821,102.0,15.0
1999,1879,93.0,15.0
1977,1940,105.0,15.0
1918,1835,96.0,15.0
2019,1905,105.0,12.0
1827,2040,138.0,12.0
1848,1849,93.0,15.0
1856,1828,99.0,12.0
1896,1925,99.0,15.0
1851,1888,93.0,15.0
2043,1858,87.0,21.0
2015,1965,99.0,12.0
1927,1904,99.0,15.0
1841,1914,99.0,12.0
1940,1998,105.0,12.0
1944,1971,99.0,12.0
