min_row,min_col,max_row,max_col
243,68,253,78
239,126,253,145
235,15,251,39
234,155,249,174
233,93,242,103
208,176,223,196
202,18,220,34
198,115,216,130
197,41,213,65
195,235,204,243
189,161,205,178
189,131,210,146
177,218,199,236
177,25,195,44
162,82,180,101
156,233,171,248
155,214,174,230
153,251,157,255
152,136,169,152
152,106,170,122
150,171,172,193
145,31,153,38
135,38,150,57
128,180,146,198
127,8,145,28
121,146,137,164
114,184,126,198
85,90,92,98
85,45,99,66
83,105,94,116
82,135,95,151
81,24,96,39
71,70,85,88
68,138,80,169
61,98,79,114
55,184,68,203
54,109,60,114
53,48,65,54
50,25,66,48
46,231,62,251
40,195,46,200
38,45,51,61
29,221,36,230
22,45,35,50
12,178,40,194
12,122,29,138
12,75,28,86
4,32,27,43
3,221,27,239
2,50,9,60
