min_row,min_col,max_row,max_col
247,148,255,156
243,43,252,54
242,244,248,251
237,221,251,234
237,159,255,176
230,71,243,91
220,145,234,167
216,104,233,121
198,128,214,143
189,207,209,222
179,213,189,226
178,14,195,34
160,174,183,193
158,133,178,154
153,126,165,140
144,23,162,42
143,223,156,242
136,103,147,124
135,45,146,59
134,75,149,96
132,3,142,16
113,168,132,183
107,208,130,221
106,11,123,29
99,85,126,103
91,214,107,224
75,77,90,95
74,39,94,55
73,242,90,254
67,227,77,244
56,58,75,73
56,2,61,6
55,95,70,115
44,201,61,217
44,34,63,53
42,139,62,154
32,73,51,90
22,15,33,29
17,171,36,189
