min_row,min_col,max_row,max_col
248,42,254,49
229,28,241,39
219,229,234,248
207,151,214,160
192,137,203,148
145,117,165,131
97,135,109,148
82,173,93,187
70,77,81,91
10,120,27,132
1,50,20,70
