min_row,min_col,max_row,max_col
246,38,255,53
228,218,246,240
224,49,246,66
224,1,232,7
221,246,231,252
220,166,234,186
217,131,228,140
210,18,228,58
205,96,215,107
204,127,216,138
192,161,210,179
190,212,210,230
188,92,204,112
188,52,204,63
183,176,191,185
179,237,196,250
168,9,174,16
162,120,176,135
156,22,162,29
150,154,167,174
147,107,170,127
140,91,158,107
129,136,137,151
120,178,146,197
120,110,133,135
116,137,128,151
108,17,125,35
106,69,122,86
103,35,109,43
100,136,116,148
85,121,100,136
82,156,86,161
79,162,91,179
78,137,96,155
77,116,86,125
74,30,87,41
69,55,75,62
53,118,66,131
51,172,73,184
45,3,63,18
40,150,67,165
35,241,46,248
35,225,58,237
27,9,37,25
26,202,49,216
22,95,43,111
21,47,39,63
9,70,31,87
7,103,21,124
2,190,5,195
1,154,19,165
