min_row,min_col,max_row,max_col
247,234,254,244
247,217,255,230
210,69,227,84
208,1,221,14
205,123,227,143
183,163,198,177
174,42,180,49
173,100,201,122
163,194,179,215
161,233,184,243
154,157,164,171
152,122,168,147
148,173,158,191
142,19,151,28
142,1,149,10
135,230,145,236
133,82,139,88
131,201,146,224
120,19,135,33
89,127,102,137
65,241,77,255
60,72,74,82
55,170,85,186
46,115,56,128
46,24,65,43
45,225,61,243
44,95,57,114
35,203,51,223
26,231,43,245
1,225,12,238
1,195,23,215
1,141,11,161
