min_row,min_col,max_row,max_col
219,152,236,162
196,156,218,171
182,18,195,37
181,239,194,249
161,145,172,156
151,186,164,195
148,154,161,165
97,33,111,54
92,63,107,79
90,248,99,255
59,11,70,21
20,244,32,252
6,148,17,159
