min_row,min_col,max_row,max_col
243,89,255,99
236,97,246,106
235,82,244,89
234,3,248,13
232,188,247,198
232,59,243,71
223,161,239,181
223,16,233,31
216,45,232,59
211,127,220,132
205,134,238,152
205,88,213,99
201,181,214,192
199,4,215,25
197,203,225,230
184,129,195,139
178,85,192,99
160,244,170,255
152,131,172,146
146,230,157,242
138,138,152,158
138,127,148,138
133,219,143,230
122,57,131,64
120,226,128,237
116,204,131,226
114,183,130,200
114,135,130,154
109,111,127,129
108,0,122,11
94,182,109,195
90,54,112,68
85,116,107,130
75,178,92,197
69,78,88,92
54,31,85,60
52,112,65,122
52,81,66,97
43,166,71,188
43,71,59,85
34,25,46,43
29,207,45,231
27,61,42,80
23,149,35,158
22,46,31,58
21,128,32,137
20,37,25,44
13,131,20,138
13,125,20,130
12,85,34,106
11,1,27,16
8,137,17,147
2,239,16,251
2,112,12,121
1,53,8,62
1,44,7,50
