min_row,min_col,max_row,max_col
238,223,255,245
236,175,246,187
234,235,240,241
232,140,254,154
228,217,237,224
225,121,240,137
225,25,245,44
223,192,228,197
222,197,235,208
213,105,219,112
206,161,237,192
203,106,209,113
189,82,200,91
182,240,193,253
170,15,185,32
169,126,187,146
161,101,177,120
144,183,158,196
136,122,152,139
114,196,126,209
102,207,123,225
85,169,91,176
85,62,100,80
82,178,99,195
82,123,93,148
81,112,93,122
80,164,85,171
74,146,87,162
56,138,63,146
48,208,63,219
47,245,52,249
37,112,58,129
28,156,50,174
22,72,28,80
19,82,38,105
11,208,30,226
5,160,16,174
1,135,9,146
