min_row,min_col,max_row,max_col
185,233,195,243
166,245,174,255
162,223,176,240
162,137,171,149
157,156,182,172
152,237,166,255
152,227,157,232
151,206,160,216
148,220,154,226
148,153,153,159
142,210,149,217
141,181,154,194
137,224,152,243
129,165,155,178
120,201,137,222
106,158,114,167
83,161,105,187
82,115,90,123
78,237,96,256
71,128,87,157
68,132,78,140
66,244,80,253
65,193,94,217
63,159,84,186
61,222,76,241
58,78,81,98
57,214,62,220
53,138,69,152
52,60,63,73
48,149,56,158
48,75,55,84
47,186,69,210
46,159,62,180
46,126,59,138
41,234,60,254
36,216,55,232
36,86,56,106
33,165,43,175
32,129,41,139
22,163,32,176
15,202,36,223
15,178,34,192
9,40,23,61
6,220,31,233
1,197,10,207
1,17,11,36
