min_row,min_col,max_row,max_col
245,132,253,144
242,235,255,250
239,92,246,97
237,154,250,176
235,138,240,143
234,38,246,57
233,92,237,95
229,180,240,189
228,236,241,248
226,250,231,255
224,217,247,232
223,121,246,140
222,96,245,119
221,88,226,95
219,141,226,147
216,105,220,110
216,47,233,67
214,202,225,218
213,176,229,196
210,114,220,133
209,25,221,37
207,135,216,145
207,71,222,100
207,67,214,72
203,149,221,165
201,39,210,52
199,63,203,67
196,114,206,123
196,98,204,105
190,44,197,52
188,125,203,142
185,154,194,165
183,88,201,99
180,203,187,217
179,177,200,198
174,59,190,81
169,145,178,154
158,178,176,194
156,236,165,247
156,83,161,101
150,36,169,54
145,181,150,187
135,9,152,30
126,40,141,49
121,193,129,202
121,179,144,195
117,18,131,32
115,113,121,118
114,172,125,181
113,1,127,16
109,48,119,61
102,19,115,46
101,95,121,113
98,116,105,120
92,76,103,88
91,174,105,191
85,205,107,220
82,131,86,136
76,136,84,146
73,164,90,181
71,104,98,124
70,188,87,208
67,50,81,59
66,174,71,184
58,111,68,127
57,135,74,155
57,90,65,97
53,11,66,26
47,86,58,113
45,75,55,85
42,118,48,126
40,161,54,180
38,36,58,53
38,2,60,20
35,122,41,129
33,136,52,153
29,85,45,105
28,237,53,255
17,83,31,96
16,129,27,143
10,152,27,173
7,129,15,135
