min_row,min_col,max_row,max_col
232,165,247,175
209,81,236,91
195,34,210,46
182,47,196,62
182,14,197,32
158,79,179,97
152,71,164,80
113,61,128,79
112,192,131,209
110,195,114,199
101,81,116,96
84,56,100,70
79,221,91,232
79,88,91,100
61,10,73,20
18,31,30,57
13,243,24,254
3,120,17,132
