min_row,min_col,max_row,max_col
242,45,255,54
239,169,253,187
230,64,243,79
228,227,247,236
222,239,231,247
218,81,233,100
215,247,224,253
213,47,227,61
204,217,213,226
204,52,210,57
199,147,217,162
197,61,216,80
191,116,199,123
180,84,188,93
180,57,204,72
171,231,189,251
165,58,183,70
158,1,168,13
152,227,167,241
151,64,164,76
144,44,161,60
140,154,158,169
123,223,140,239
118,43,123,48
116,238,128,247
116,19,128,42
107,73,123,92
105,7,115,17
101,35,114,55
89,247,96,255
83,221,95,246
80,107,95,123
67,4,91,24
59,188,76,207
47,0,51,5
46,85,62,109
42,133,57,152
40,84,49,97
36,239,47,249
34,100,52,117
29,34,41,46
20,153,36,167
14,68,29,89
12,15,31,34
11,211,29,226
