min_row,min_col,max_row,max_col
248,29,254,38
245,243,250,252
222,79,234,89
221,199,240,215
219,26,225,33
218,127,239,154
216,218,230,232
204,198,218,214
202,228,214,237
197,119,210,128
186,224,201,243
183,147,213,161
169,131,181,148
165,245,175,255
164,106,187,120
148,149,173,172
145,81,163,101
142,207,150,218
138,31,160,45
133,120,150,141
132,235,140,242
132,178,158,201
126,208,137,234
126,38,134,55
116,195,136,210
115,136,133,151
114,83,136,99
111,174,122,191
111,67,135,80
105,165,109,170
104,131,112,141
103,84,112,96
100,145,123,173
94,24,119,39
93,181,108,205
93,58,114,71
89,206,100,218
80,9,99,24
76,17,82,24
74,5,80,12
71,35,97,55
70,49,87,65
68,107,82,125
67,70,87,91
66,229,82,247
66,191,72,202
64,19,74,26
59,148,83,163
49,234,66,252
37,114,56,132
34,4,39,9
32,236,41,244
26,83,43,105
16,5,29,15
10,113,21,126
7,184,30,196
7,76,26,94
2,47,22,61
2,4,16,19
