min_row,min_col,max_row,max_col
218,208,230,220
133,58,140,72
98,99,109,108
70,210,83,224
51,223,58,231
17,187,30,200
13,180,22,189
10,162,33,178
2,154,8,168
2,111,10,129
1,206,7,214
