min_row,min_col,max_row,max_col
251,51,255,55
250,9,254,13
249,15,256,25
244,170,248,175
236,52,248,65
232,75,248,87
224,202,239,225
224,34,241,50
220,189,229,200
210,121,226,138
209,51,222,64
201,155,217,173
201,52,207,58
183,36,201,75
181,91,204,110
178,13,187,29
168,50,178,59
164,40,171,49
154,219,171,234
154,168,167,185
148,75,167,100
142,231,156,252
128,178,143,194
122,12,142,31
116,198,133,215
114,249,120,255
110,15,117,21
106,52,121,74
100,155,104,160
99,105,122,144
98,162,109,190
81,227,101,244
79,27,91,44
76,200,88,216
64,123,78,144
61,81,81,95
55,67,68,83
51,242,58,252
31,190,53,207
29,210,52,227
25,48,51,60
22,14,43,32
14,102,31,116
13,202,22,211
