min_row,min_col,max_row,max_col
245,212,251,218
240,222,253,243
240,47,250,62
222,205,234,226
207,155,221,166
200,246,204,250
198,231,205,242
191,9,214,23
188,201,206,223
185,240,199,254
170,250,175,255
155,149,172,168
136,25,145,37
134,85,149,113
126,55,146,71
119,84,133,97
119,17,137,44
117,227,135,242
106,166,119,188
98,53,105,63
86,172,104,187
86,100,93,106
85,80,112,92
84,40,116,63
77,125,99,147
75,200,100,216
75,139,81,147
70,105,90,130
66,74,74,83
65,86,85,104
63,139,70,149
60,49,71,60
59,126,72,139
54,58,71,77
45,193,66,208
37,109,46,118
35,148,57,160
30,161,44,192
14,78,21,83
13,134,34,153
6,45,31,61
2,220,22,233
