min_row,min_col,max_row,max_col
252,34,255,40
248,232,253,242
245,193,250,201
244,244,253,254
240,176,248,192
240,80,255,95
232,115,254,140
230,216,246,228
228,246,240,255
226,84,236,95
225,214,232,223
223,35,242,66
216,2,224,11
211,158,231,173
199,224,215,239
196,17,212,32
194,50,209,66
188,140,201,155
187,198,203,222
184,108,197,122
182,155,193,164
179,222,192,233
179,174,195,190
177,135,186,146
174,188,185,203
174,116,184,126
171,74,183,96
159,196,169,210
159,133,170,146
155,164,173,182
154,39,160,46
150,114,160,123
140,195,158,209
138,228,155,241
137,212,147,221
136,176,152,196
132,12,159,30
128,204,138,214
123,88,135,101
118,212,129,218
115,140,125,150
106,100,119,108
104,58,119,76
94,203,112,217
90,189,97,200
88,147,97,161
88,100,106,129
80,168,100,182
72,122,85,135
65,73,82,89
52,89,66,108
47,80,58,88
41,178,49,186
28,83,36,92
20,27,38,48
16,151,28,165
7,167,33,186
4,158,12,165
