min_row,min_col,max_row,max_col
135,252,140,255
121,148,132,159
109,141,122,169
108,170,113,175
107,65,114,73
103,79,119,103
94,123,110,134
87,196,92,200
85,128,90,133
84,98,90,103
83,163,93,172
83,108,98,123
79,43,102,62
75,93,80,98
69,47,77,56
68,239,81,251
68,74,86,89
66,160,73,171
62,120,68,127
62,30,69,41
61,133,73,147
57,194,69,207
55,55,70,71
50,154,59,165
49,116,62,137
49,38,60,49
48,83,68,101
46,58,54,65
45,9,66,27
43,170,65,190
36,99,52,116
35,142,51,155
35,125,49,139
29,157,35,164
29,24,41,35
26,173,37,182
22,1,26,6
18,137,25,148
12,5,16,11
11,112,31,133
10,84,21,100
1,1,6,8
