122,881,230.0,72.5
149,893,255.0,72.5
188,826,227.5,65.0
140,864,237.5,102.5
237,899,262.5,87.5
225,885,247.5,70.0
224,843,190.0,97.5
179,960,245.0,50.0
128,930,272.5,102.5
232,998,262.5,220.0
214,791,232.5,90.0
229,861,245.0,50.0
61,1007,262.5,70.0
238,916,257.5,57.5
132,871,237.5,50.0
223,871,250.0,75.0
72,1012,267.5,70.0
214,852,227.5,52.5
198,840,225.0,50.0
123,1014,252.5,75.0
116,922,270.0,55.0
69,990,250.0,55.0
107,937,255.0,50.0
146,926,277.5,57.5
251,999,312.5,110.0
418,1224,312.0,1256.0
285,1214,240.0,328.0
302,1122,240.0,104.0
323,1124,216.0,160.0
317,1057,216.0,64.0
411,1245,336.0,352.0
410,1034,264.0,336.0
502,1180,264.0,96.0
370,1194,272.0,88.0
414,1179,280.0,224.0
313,1251,264.0,56.0
501,1208,280.0,104.0
447,1242,272.0,80.0
406,1187,264.0,120.0
445,1181,280.0,216.0
272,1087,272.0,160.0
365,1207,240.0,88.0
424,1123,256.0,80.0
408,1150,192.0,88.0
274,1115,232.0,64.0
479,1058,296.0,80.0
420,1202,248.0,56.0
264,1095,280.0,96.0
414,1128,256.0,96.0
503,1046,280.0,104.0
437,1161,264.0,64.0
426,1084,304.0,64.0
376,1206,240.0,96.0
470,1122,216.0,88.0
364,1180,232.0,88.0
400,1084,272.0,64.0
501,1232,296.0,80.0
508,1118,896.0,168.0
500,1150,240.0,80.0
368,1053,272.0,56.0
489,1072,264.0,88.0
403,1029,264.0,64.0
435,1249,320.0,80.0
905,1243,450.0,645.0
989,1169,465.0,540.0
975,1263,420.0,660.0
881,1262,450.0,645.0
999,1241,360.0,420.0
984,1224,345.0,525.0
1006,1129,390.0,735.0
978,1148,435.0,375.0
967,1190,360.0,345.0
940,1254,660.0,1410.0
951,1181,255.0,60.0
909,1267,375.0,405.0
959,1252,660.0,1575.0
928,1197,300.0,240.0
898,1256,420.0,405.0
927,1176,270.0,165.0
886,1233,375.0,270.0
1014,1209,300.0,300.0
1013,1155,405.0,135.0
978,1116,240.0,105.0
846,1079,225.0,90.0
816,1042,225.0,75.0
843,1227,270.0,60.0
961,1145,330.0,195.0
1001,1202,285.0,225.0
906,1182,240.0,120.0
901,1087,180.0,180.0
814,1080,270.0,105.0
999,1185,360.0,120.0
1009,1112,390.0,270.0
970,1163,405.0,300.0
914,1155,300.0,120.0
996,1229,330.0,165.0
1002,1258,330.0,120.0
778,1103,270.0,150.0
895,1225,375.0,375.0
857,1144,210.0,60.0
956,1228,330.0,165.0
928,1256,480.0,90.0
988,1138,330.0,150.0
883,1245,375.0,150.0
995,1156,390.0,105.0
944,1098,225.0,60.0
815,1109,240.0,60.0
1017,1145,390.0,75.0
905,1219,345.0,285.0
823,1073,240.0,60.0
993,1147,375.0,135.0
941,1240,390.0,90.0
941,1146,300.0,60.0
867,1051,225.0,90.0
837,1185,210.0,75.0
911,1227,330.0,105.0
915,1210,300.0,135.0
971,1239,375.0,135.0
949,1142,300.0,75.0
981,1189,345.0,165.0
944,1210,285.0,75.0
862,1195,255.0,75.0
1011,1167,450.0,105.0
955,1135,285.0,90.0
934,1237,405.0,105.0
804,1223,300.0,90.0
896,1241,360.0,165.0
980,1130,285.0,75.0
922,1272,345.0,60.0
979,1169,390.0,60.0
968,1210,315.0,90.0
906,1201,330.0,75.0
891,1251,360.0,150.0
876,1251,330.0,60.0
972,1215,300.0,60.0
989,1259,375.0,75.0
1368,1271,250.0,116.0
1412,1045,220.0,148.0
1515,1210,258.0,60.0
1332,1133,240.0,52.0
1432,1247,280.0,92.0
1520,1194,268.0,70.0
1359,1217,244.0,188.0
1510,1267,298.0,52.0
1370,1158,226.0,66.0
1318,1132,208.0,82.0
1523,1245,306.0,98.0
1392,1178,230.0,52.0
1392,1221,258.0,58.0
1485,1143,220.0,56.0
1321,1210,192.0,154.0
1480,1266,278.0,132.0
1411,1234,272.0,52.0
1411,1273,232.0,66.0
1527,1256,306.0,100.0
1387,1261,234.0,86.0
1514,1080,240.0,202.0
1285,1243,292.0,90.0
1302,1269,306.0,70.0
1335,1182,200.0,64.0
1434,1223,270.0,94.0
1327,1191,184.0,56.0
1397,1093,208.0,102.0
1346,1141,246.0,110.0
1387,1054,208.0,84.0
1507,1048,230.0,56.0
1303,1078,186.0,56.0
1414,1146,220.0,56.0
1467,1043,256.0,52.0
1304,1256,284.0,54.0
1491,1189,254.0,66.0
1366,1237,274.0,56.0
1303,1132,234.0,52.0
1462,1268,284.0,54.0
89,537,195.0,100.0
48,654,235.0,50.0
230,571,232.5,287.5
57,588,237.5,90.0
211,553,232.5,120.0
69,619,232.5,85.0
18,605,240.0,52.5
214,579,252.5,137.5
222,554,247.5,112.5
234,656,175.0,62.5
210,539,235.0,62.5
191,549,222.5,60.0
225,542,245.0,72.5
231,618,207.5,135.0
187,541,222.5,65.0
200,528,235.0,75.0
174,515,187.5,57.5
88,577,195.0,57.5
252,742,300.0,77.5
381,1834,236.0,64.0
277,1831,252.0,84.0
480,1843,248.0,432.0
501,1850,240.0,76.0
375,2014,248.0,56.0
294,1837,260.0,180.0
361,1803,272.0,88.0
401,1900,240.0,316.0
303,1812,276.0,72.0
338,1951,244.0,204.0
263,1922,252.0,52.0
334,1997,244.0,76.0
370,1890,256.0,148.0
441,1832,176.0,76.0
457,1924,244.0,88.0
262,1819,244.0,60.0
481,2010,196.0,96.0
489,1976,260.0,72.0
501,1975,248.0,140.0
380,1936,228.0,60.0
360,1928,232.0,52.0
473,1821,248.0,76.0
393,1916,248.0,64.0
296,1896,292.0,88.0
360,1860,244.0,136.0
323,1812,260.0,72.0
432,1911,244.0,60.0
269,1794,260.0,52.0
482,1899,248.0,120.0
294,1858,276.0,52.0
465,1794,260.0,52.0
345,1975,252.0,80.0
1148,1476,232.0,240.0
1165,1505,172.0,80.0
1246,1441,212.0,76.0
1034,1309,308.0,208.0
1072,1451,284.0,440.0
1066,1496,200.0,280.0
1168,1462,236.0,52.0
1265,1526,240.0,64.0
1104,1391,308.0,180.0
1140,1296,252.0,76.0
1127,1492,224.0,144.0
1073,1478,196.0,120.0
1112,1365,324.0,284.0
1268,1289,276.0,52.0
1198,1333,256.0,136.0
1035,1332,232.0,56.0
1100,1420,268.0,296.0
1120,1284,232.0,184.0
1102,1376,324.0,132.0
1107,1341,288.0,120.0
1183,1441,228.0,104.0
1033,1393,272.0,76.0
1121,1407,268.0,124.0
1185,1424,240.0,148.0
1126,1303,256.0,52.0
1052,1416,304.0,168.0
1219,1471,204.0,80.0
1235,1407,268.0,96.0
1063,1333,248.0,80.0
1087,1311,280.0,140.0
1112,1416,260.0,88.0
1042,1417,300.0,120.0
1057,1397,244.0,76.0
1053,1445,272.0,208.0
1225,1297,268.0,76.0
1156,1346,248.0,64.0
1267,1352,296.0,152.0
1063,1290,280.0,100.0
1139,1316,276.0,220.0
1076,1375,292.0,64.0
1035,1353,228.0,84.0
1197,1470,184.0,52.0
1032,1411,288.0,76.0
1202,1319,272.0,52.0
1240,1309,268.0,56.0
1051,1507,244.0,104.0
1110,1323,296.0,80.0
1243,1489,236.0,60.0
1186,1515,196.0,112.0
1189,1508,192.0,76.0
1253,1466,268.0,52.0
1162,1473,236.0,68.0
1260,1461,268.0,84.0
1090,1530,272.0,92.0
1269,1362,296.0,72.0
1117,1335,284.0,52.0
1072,1367,292.0,72.0
1159,1457,224.0,56.0
1052,1381,252.0,52.0
1159,1354,248.0,120.0
1071,1425,296.0,68.0
1225,1404,252.0,52.0
1060,1416,304.0,76.0
1703,664,260.0,555.0
1684,580,240.0,125.0
1681,739,255.0,90.0
1648,684,240.0,130.0
1684,722,250.0,80.0
1572,651,290.0,90.0
1657,550,215.0,60.0
1728,540,210.0,90.0
1695,542,230.0,175.0
1597,596,220.0,50.0
1547,711,270.0,100.0
1632,583,250.0,60.0
1576,690,295.0,60.0
1570,720,265.0,70.0
1699,528,270.0,95.0
1591,547,285.0,170.0
1738,735,175.0,60.0
1575,610,235.0,145.0
1675,609,270.0,105.0
1588,748,260.0,70.0
